Country Code,Country Name,Male Female Ratio,No Of Men Partcp,No Of Players Partcp,No Of Players Won,No Of Plyers Lost,No Of Women Partcp,Number of Records,Olympic Id,Olympic Year,Total Bronze Medals,Total Gold Medals,Total No Of Medals,Total Silver Medals
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
CUB,Cuba,,0,1,0,1,1,1,O5,2016,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O5,2016,0,0,0,0
AUS,Australia,,1,1,1,0,0,1,O1,2008,1,0,1,0
AUS,Australia,,1,1,1,0,0,1,O3,2012,1,0,1,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,2,2,0,2,0,1,O5,2016,0,0,0,0
ITA,Italy,,1,1,0,1,0,1,O5,2016,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O4,2014,0,0,0,0
,,,3,3,0,3,0,1,O1,2008,0,0,0,0
,,,2,2,0,2,0,1,O3,2012,0,0,0,0
,,,1,1,1,0,0,1,O3,2012,1,0,1,0
,,,1,1,1,0,0,1,O5,2016,0,1,1,0
,,,1,1,1,0,0,1,O5,2016,0,0,1,1
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
DOM,Dominican,,0,2,0,2,2,1,O1,2008,0,0,0,0
CUB,Cuba,,0,1,0,1,1,1,O1,2008,0,0,0,0
COL,Colombia,,0,1,0,1,1,1,O3,2012,0,0,0,0
COL,Colombia,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,3,3,0,3,0,1,O2,2010,0,0,0,0
,,,2,2,0,2,0,1,O4,2014,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,0,0,1,1
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
PAK,Pakistan,,0,1,0,1,1,1,O5,2016,0,0,0,0
BEL,Belgium,,0,1,0,1,1,1,O3,2012,0,0,0,0
BEL,Belgium,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,0,1,1,0
PAK,Pakistan,,1,1,0,1,0,1,O3,2012,0,0,0,0
ITA,Italy,,0,1,0,1,1,1,O1,2008,0,0,0,0
ITA,Italy,,0,2,0,2,2,1,O3,2012,0,0,0,0
ITA,Italy,,0,2,0,2,2,1,O5,2016,0,0,0,0
SVK,Slovakia,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
CUB,Cuba,,0,1,0,1,1,1,O5,2016,0,0,0,0
NED,Netherland,,0,1,1,0,1,1,O1,2008,0,1,1,0
NED,Netherland,,0,1,1,0,1,1,O3,2012,0,1,1,0
NED,Netherland,,0,1,1,0,1,1,O5,2016,0,0,1,1
POL,Poland,,0,1,0,1,1,1,O1,2008,0,0,0,0
ROU,Romania,,0,1,0,1,1,1,O1,2008,0,0,0,0
ROU,Romania,,0,1,0,1,1,1,O3,2012,0,0,0,0
ESP,Spain,,0,1,0,1,1,1,O1,2008,0,0,0,0
ESP,Spain,,0,1,0,1,1,1,O3,2012,0,0,0,0
ESP,Spain,,0,1,0,1,1,1,O3,2012,0,0,0,0
ESP,Spain,,0,1,1,0,1,1,O5,2016,1,0,1,0
ESP,Spain,,0,1,0,1,1,1,O1,2008,0,0,0,0
ESP,Spain,,0,1,0,1,1,1,O3,2012,0,0,0,0
CPV,Cape Verde,,0,1,0,1,1,1,O3,2012,0,0,0,0
CPV,Cape Verde,,0,1,0,1,1,1,O5,2016,0,0,0,0
CRO,Croatia,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,2,0,2,2,1,O1,2008,0,0,0,0
UKR,Ukraine,,0,2,0,2,2,1,O3,2012,0,0,0,0
UKR,Ukraine,,0,2,0,2,2,1,O5,2016,0,0,0,0
NED,Netherland,,0,1,0,1,1,1,O1,2008,0,0,0,0
NED,Netherland,,0,5,0,5,5,1,O5,2016,0,0,0,0
IOA,Individual,,1,1,0,1,0,1,O3,2012,0,0,0,0
NED,Netherland,,2,2,0,2,0,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O4,2014,0,0,0,0
LAT,Latvia,,0,2,0,2,2,1,O2,2010,0,0,0,0
LAT,Latvia,,0,1,0,1,1,1,O1,2008,0,0,0,0
NED,Netherland,,0,1,0,1,1,1,O5,2016,0,0,0,0
BEL,Belgium,,0,2,0,2,2,1,O3,2012,0,0,0,0
BEL,Belgium,,0,1,0,1,1,1,O1,2008,0,0,0,0
NED,Netherland,,0,3,0,3,3,1,O2,2010,0,0,0,0
NED,Netherland,,0,1,0,1,1,1,O3,2012,0,0,0,0
BEL,Belgium,,0,1,0,1,1,1,O1,2008,0,0,0,0
BEL,Belgium,,0,1,0,1,1,1,O1,2008,0,0,0,0
BEL,Belgium,,0,1,0,1,1,1,O3,2012,0,0,0,0
NED,Netherland,,2,2,0,2,0,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,2,0,2,2,1,O3,2012,0,0,0,0
EST,Estonia,,0,1,0,1,1,1,O5,2016,0,0,0,0
EST,Estonia,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
NED,Netherland,,0,1,1,0,1,1,O3,2012,0,0,1,1
NOR,Norway,,0,1,0,1,1,1,O1,2008,0,0,0,0
NOR,Norway,,0,1,1,0,1,1,O5,2016,1,0,1,0
NOR,Norway,,0,1,1,0,1,1,O1,2008,0,1,1,0
NOR,Norway,,0,1,1,0,1,1,O3,2012,0,1,1,0
NED,Netherland,,0,1,1,0,1,1,O1,2008,0,1,1,0
NOR,Norway,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O4,2014,0,0,0,0
ECU,Ecuador,,0,1,0,1,1,1,O5,2016,0,0,0,0
GUA,Guatemala,,0,1,0,1,1,1,O5,2016,0,0,0,0
ROU,Romania,,5,5,0,5,0,1,O3,2012,0,0,0,0
LTU,Lithuania,,1,1,0,1,0,1,O5,2016,0,0,0,0
NOR,Norway,,1,1,0,1,0,1,O2,2010,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O3,2012,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O5,2016,0,0,0,0
LTU,Lithuania,,1,1,0,1,0,1,O3,2012,0,0,0,0
LTU,Lithuania,,1,1,0,1,0,1,O1,2008,0,0,0,0
ROU,Romania,,2,2,0,2,0,1,O5,2016,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O3,2012,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O5,2016,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O3,2012,0,0,0,0
ROU,Romania,,1,1,0,1,0,1,O5,2016,0,0,0,0
LTU,Lithuania,,1,1,0,1,0,1,O5,2016,0,0,0,0
LTU,Lithuania,,1,1,0,1,0,1,O1,2008,0,0,0,0
LTU,Lithuania,,1,1,0,1,0,1,O3,2012,0,0,0,0
LTU,Lithuania,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O1,2008,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O1,2008,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O1,2008,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O3,2012,0,0,0,0
POL,Poland,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
KAZ,Kazakhstan,,0,1,1,0,1,1,O1,2008,1,0,1,0
,,,0,1,1,0,1,1,O1,2008,1,0,1,0
,,,0,3,0,3,3,1,O4,2014,0,0,0,0
,,,0,1,0,1,1,1,O2,2010,0,0,0,0
UZB,Uzbekistan,,0,1,0,1,1,1,O1,2008,0,0,0,0
KAZ,Kazakhstan,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O1,2008,0,1,1,0
,,,0,1,1,0,1,1,O3,2012,0,1,1,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
BLR,Belarus,,0,3,0,3,3,1,O2,2010,0,0,0,0
BLR,Belarus,,0,3,0,3,3,1,O4,2014,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O1,2008,0,0,1,1
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
BUL,Bulgaria,,0,4,0,4,4,1,O2,2010,0,0,0,0
BUL,Bulgaria,,0,2,0,2,2,1,O4,2014,0,0,0,0
KGZ,Kyrgyzstan,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
UKR,Ukraine,,0,2,0,2,2,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,1,0,1,0
UKR,Ukraine,,0,1,0,1,1,1,O4,2014,0,0,0,0
BLR,Belarus,,0,1,1,0,1,1,O5,2016,0,0,1,1
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,0,1,1,1,O4,2014,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,1,1,0
,,,0,1,0,1,1,1,O5,2016,0,0,0,0
UKR,Ukraine,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
UZB,Uzbekistan,,0,1,0,1,1,1,O1,2008,0,0,0,0
AZE,Azerbaijan,,0,1,1,0,1,1,O1,2008,1,0,1,0
AZE,Azerbaijan,,0,1,1,0,1,1,O3,2012,0,0,1,1
AZE,Azerbaijan,,0,1,1,0,1,1,O5,2016,0,0,1,1
KAZ,Kazakhstan,,0,1,0,1,1,1,O5,2016,0,0,0,0
UKR,Ukraine,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,1,0,1,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,0,1,1
,,,0,2,2,0,2,1,O5,2016,0,0,2,2
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O1,2008,0,0,1,1
BLR,Belarus,,0,1,0,1,1,1,O5,2016,0,0,0,0
UKR,Ukraine,,0,1,0,1,1,1,O5,2016,0,0,0,0
BLR,Belarus,,0,1,0,1,1,1,O1,2008,0,0,0,0
UKR,Ukraine,,0,1,1,0,1,1,O3,2012,1,0,1,0
UKR,Ukraine,,0,1,0,1,1,1,O3,2012,0,0,0,0
UKR,Ukraine,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
BLR,Belarus,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,0,1,1,1,O2,2010,0,0,0,0
BLR,Belarus,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O5,2016,0,1,1,0
UKR,Ukraine,,0,1,0,1,1,1,O3,2012,0,0,0,0
UKR,Ukraine,,0,1,0,1,1,1,O5,2016,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,1,0,1,0
,,,0,1,0,1,1,1,O3,2012,0,0,0,0
,,,0,1,1,0,1,1,O3,2012,0,0,1,1
,,,0,1,1,0,1,1,O5,2016,0,1,1,0
BUL,Bulgaria,,0,2,0,2,2,1,O1,2008,0,0,0,0
BUL,Bulgaria,,0,2,0,2,2,1,O3,2012,0,0,0,0
SLO,Slovenia,,2,2,0,2,0,1,O4,2014,0,0,0,0
IRI,Iran,,0,2,0,2,2,1,O2,2010,0,0,0,0
NED,Netherland,,0,1,0,1,1,1,O1,2008,0,0,0,0
FIN,Finland,,0,1,1,0,1,1,O2,2010,1,0,1,0
FIN,Finland,,0,2,0,2,2,1,O1,2008,0,0,0,0
FIN,Finland,,0,2,0,2,2,1,O3,2012,0,0,0,0
FRA,France,,0,1,0,1,1,1,O5,2016,0,0,0,0
ZIM,Zimbabwe,,0,1,0,1,1,1,O5,2016,0,0,0,0
FIN,Finland,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O3,2012,0,0,0,0
PHI,Philippine,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,0,0,1,1
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,0,1,1,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
IRL,Ireland,,1,1,0,1,0,1,O5,2016,0,0,0,0
AUS,Australia,,2,2,0,2,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
NZL,New Zealan,,1,1,0,1,0,1,O1,2008,0,0,0,0
NED,Netherland,,1,1,0,1,0,1,O1,2008,0,0,0,0
NZL,New Zealan,,1,1,1,0,0,1,O3,2012,1,0,1,0
NZL,New Zealan,,2,2,0,2,0,1,O1,2008,0,0,0,0
NZL,New Zealan,,1,1,0,1,0,1,O3,2012,0,0,0,0
NZL,New Zealan,,2,2,0,2,0,1,O5,2016,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
NED,Netherland,,1,1,1,0,0,1,O2,2010,1,0,1,0
NED,Netherland,,1,1,1,0,0,1,O2,2010,0,1,1,0
NED,Netherland,,1,1,0,1,0,1,O2,2010,0,0,0,0
NED,Netherland,,2,2,0,2,0,1,O4,2014,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,0,1,1,0
,,,1,1,1,0,0,1,O3,2012,0,0,1,1
IRL,Ireland,,1,1,0,1,0,1,O3,2012,0,0,0,0
IRL,Ireland,,2,2,0,2,0,1,O3,2012,0,0,0,0
IRL,Ireland,,2,2,0,2,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O2,2010,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
CAN,Canada,,1,1,1,0,0,1,O4,2014,1,0,1,0
CAN,Canada,,1,1,1,0,0,1,O3,2012,1,0,1,0
CAN,Canada,,1,1,0,1,0,1,O1,2008,0,0,0,0
CAN,Canada,,2,2,0,2,0,1,O5,2016,0,0,0,0
DEN,Denmark,,1,1,0,1,0,1,O1,2008,0,0,0,0
DEN,Denmark,,1,1,0,1,0,1,O3,2012,0,0,0,0
DEN,Denmark,,1,1,1,0,0,1,O5,2016,0,0,1,1
CAN,Canada,,1,1,0,1,0,1,O1,2008,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O5,2016,0,0,0,0
PHI,Philippine,,1,1,0,1,0,1,O1,2008,0,0,0,0
PHI,Philippine,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O2,2010,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,1,0,0,1,O5,2016,0,0,1,1
BAH,Bahamas,,1,1,0,1,0,1,O1,2008,0,0,0,0
AUS,Australia,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,1,0,0,1,O5,2016,0,0,1,1
NZL,New Zealan,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,1,0,0,1,O5,2016,0,0,1,1
SUI,Switzerlan,,1,1,0,1,0,1,O2,2010,0,0,0,0
NOR,Norway,,1,1,0,1,0,1,O4,2014,0,0,0,0
DEN,Denmark,,1,1,0,1,0,1,O1,2008,0,0,0,0
DEN,Denmark,,1,1,1,0,0,1,O3,2012,1,0,1,0
DEN,Denmark,,1,1,1,0,0,1,O1,2008,0,1,1,0
DEN,Denmark,,1,1,1,0,0,1,O5,2016,0,0,1,1
DEN,Denmark,,1,1,1,0,0,1,O5,2016,0,1,1,0
DEN,Denmark,,1,1,0,1,0,1,O3,2012,0,0,0,0
DEN,Denmark,,1,1,0,1,0,1,O1,2008,0,0,0,0
IRI,Iran,,1,1,0,1,0,1,O1,2008,0,0,0,0
VAN,Vanuatu,,1,1,0,1,0,1,O1,2008,0,0,0,0
UGA,Uganda,,1,1,0,1,0,1,O5,2016,0,0,0,0
LES,Lesotho,,1,1,0,1,0,1,O1,2008,0,0,0,0
UGA,Uganda,,1,1,0,1,0,1,O1,2008,0,0,0,0
UGA,Uganda,,2,2,0,2,0,1,O3,2012,0,0,0,0
KEN,Kenya,,1,1,0,1,0,1,O1,2008,0,0,0,0
KEN,Kenya,,1,1,0,1,0,1,O3,2012,0,0,0,0
LES,Lesotho,,1,1,0,1,0,1,O3,2012,0,0,0,0
LES,Lesotho,,2,2,0,2,0,1,O5,2016,0,0,0,0
NZL,New Zealan,,2,2,0,2,0,1,O1,2008,0,0,0,0
MAR,Morocco,,1,1,0,1,0,1,O5,2016,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,2,2,0,2,0,1,O3,2012,0,0,0,0
IRI,Iran,,1,1,0,1,0,1,O5,2016,0,0,0,0
RSA,South Afri,,1,1,0,1,0,1,O5,2016,0,0,0,0
JPN,Japan,,0,1,1,0,1,1,O1,2008,0,1,1,0
JPN,Japan,,0,1,0,1,1,1,O5,2016,0,0,0,0
MAR,Morocco,,2,2,0,2,0,1,O3,2012,0,0,0,0
MAR,Morocco,,2,2,0,2,0,1,O5,2016,0,0,0,0
MAR,Morocco,,1,1,0,1,0,1,O1,2008,0,0,0,0
KSA,Saudi Arab,,1,1,0,1,0,1,O1,2008,0,0,0,0
KSA,Saudi Arab,,2,2,0,2,0,1,O3,2012,0,0,0,0
KSA,Saudi Arab,,1,1,0,1,0,1,O5,2016,0,0,0,0
IND,India,,0,1,0,1,1,1,O5,2016,0,0,0,0
CHA,Chad,,1,1,0,1,0,1,O1,2008,0,0,0,0
MAR,Morocco,,0,1,0,1,1,1,O1,2008,0,0,0,0
ALG,Algeria,,0,1,0,1,1,1,O1,2008,0,0,0,0
ALG,Algeria,,0,1,0,1,1,1,O3,2012,0,0,0,0
ALG,Algeria,,1,1,0,1,0,1,O1,2008,0,0,0,0
TUN,Tunisia,,1,1,0,1,0,1,O1,2008,0,0,0,0
TUN,Tunisia,,1,1,0,1,0,1,O3,2012,0,0,0,0
MAR,Morocco,,1,1,0,1,0,1,O1,2008,0,0,0,0
IRI,Iran,,1,1,0,1,0,1,O1,2008,0,0,0,0
BEL,Belgium,,1,1,0,1,0,1,O1,2008,0,0,0,0
MLI,Mali,,1,1,0,1,0,1,O3,2012,0,0,0,0
SEN,Senegal,,1,1,0,1,0,1,O3,2012,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O1,2008,0,0,0,0
EGY,Egypt,,1,1,0,1,0,1,O3,2012,0,0,0,0
NIG,Niger,,1,1,0,1,0,1,O3,2012,0,0,0,0
CAN,Canada,,1,1,0,1,0,1,O5,2016,0,0,0,0
PNG,Papua New,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
BRA,Brazil,,2,2,0,2,0,1,O5,2016,0,0,0,0
,,,1,1,1,0,0,1,O1,2008,0,0,1,1
BRA,Brazil,,1,1,1,0,0,1,O1,2008,1,0,1,0
SVK,Slovakia,,0,1,0,1,1,1,O3,2012,0,0,0,0
SVK,Slovakia,,0,1,0,1,1,1,O5,2016,0,0,0,0
SVK,Slovakia,,0,1,0,1,1,1,O5,2016,0,0,0,0
SVK,Slovakia,,0,4,0,4,4,1,O3,2012,0,0,0,0
AUS,Australia,,0,1,0,1,1,1,O1,2008,0,0,0,0
ANG,Angola,,0,1,0,1,1,1,O1,2008,0,0,0,0
ANG,Angola,,0,1,0,1,1,1,O1,2008,0,0,0,0
HUN,Hungary,,0,1,0,1,1,1,O5,2016,0,0,0,0
SVK,Slovakia,,1,1,0,1,0,1,O1,2008,0,0,0,0
BRA,Brazil,,1,1,0,1,0,1,O1,2008,0,0,0,0
BRA,Brazil,,1,1,0,1,0,1,O5,2016,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O1,2008,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O3,2012,0,0,0,0
LAT,Latvia,,1,1,1,0,0,1,O1,2008,0,1,1,0
LAT,Latvia,,1,1,1,0,0,1,O3,2012,0,1,1,0
LAT,Latvia,,1,1,0,1,0,1,O5,2016,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O5,2016,0,0,0,0
EST,Estonia,,1,1,0,1,0,1,O1,2008,0,0,0,0
EST,Estonia,,1,1,0,1,0,1,O3,2012,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O2,2010,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O4,2014,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O2,2010,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O4,2014,0,0,0,0
LAT,Latvia,,2,2,0,2,0,1,O4,2014,0,0,0,0
,,,1,1,1,0,0,1,O3,2012,1,0,1,0
LAT,Latvia,,1,1,0,1,0,1,O1,2008,0,0,0,0
LAT,Latvia,,1,1,1,0,0,1,O4,2014,1,0,1,0
LAT,Latvia,,1,1,0,1,0,1,O2,2010,0,0,0,0
LAT,Latvia,,1,1,0,1,0,1,O4,2014,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O5,2016,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O1,2008,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O3,2012,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O5,2016,0,0,0,0
HUN,Hungary,,2,2,0,2,0,1,O2,2010,0,0,0,0
ZIM,Zimbabwe,,0,1,0,1,1,1,O5,2016,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O3,2012,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O5,2016,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O3,2012,0,0,0,0
HUN,Hungary,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O4,2014,0,0,0,0
SWE,Sweden,,1,1,0,1,0,1,O5,2016,0,0,0,0
QAT,Qatar,,1,1,0,1,0,1,O1,2008,0,0,0,0
UAE,United Ara,,1,1,0,1,0,1,O3,2012,0,0,0,0
MAS,Malaysia,,1,1,0,1,0,1,O3,2012,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O2,2010,0,0,0,0
MAS,Malaysia,,2,2,0,2,0,1,O5,2016,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O1,2008,0,0,0,0
INA,Indonesia,,2,2,0,2,0,1,O5,2016,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O1,2008,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O3,2012,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O3,2012,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O1,2008,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O4,2014,0,0,0,0
MAS,Malaysia,,2,2,0,2,0,1,O1,2008,0,0,0,0
PAK,Pakistan,,2,2,0,2,0,1,O3,2012,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O1,2008,0,0,0,0
,,,1,1,0,1,0,1,O3,2012,0,0,0,0
,,,1,1,0,1,0,1,O5,2016,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O3,2012,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O3,2012,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O1,2008,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O3,2012,0,0,0,0
PAK,Pakistan,,1,1,0,1,0,1,O1,2008,0,0,0,0
NGR,Nigeria,,1,1,0,1,0,1,O3,2012,0,0,0,0
NGR,Nigeria,,0,2,0,2,2,1,O1,2008,0,0,0,0
NGR,Nigeria,,0,2,0,2,2,1,O3,2012,0,0,0,0
NAM,Namibia,,1,1,0,1,0,1,O1,2008,0,0,0,0
NAM,Namibia,,1,1,0,1,0,1,O3,2012,0,0,0,0
SUI,Switzerlan,,0,1,0,1,1,1,O3,2012,0,0,0,0
SUI,Switzerlan,,0,2,0,2,2,1,O5,2016,0,0,0,0
TJK,Tajikistan,,1,1,0,1,0,1,O5,2016,0,0,0,0
ETH,Ethiopia,,1,1,0,1,0,1,O5,2016,0,0,0,0
HAI,Haiti,,0,1,0,1,1,1,O5,2016,0,0,0,0
GAB,Gabon,,1,1,0,1,0,1,O3,2012,0,0,0,0
RSA,South Afri,,1,1,0,1,0,1,O5,2016,0,0,0,0
ETH,Ethiopia,,1,1,0,1,0,1,O3,2012,0,0,0,0
ETH,Ethiopia,,1,1,0,1,0,1,O1,2008,0,0,0,0
DJI,Djibouti,,1,1,0,1,0,1,O3,2012,0,0,0,0
DJI,Djibouti,,1,1,0,1,0,1,O5,2016,0,0,0,0
UZB,Uzbekistan,,1,1,0,1,0,1,O3,2012,0,0,0,0
UZB,Uzbekistan,,1,1,0,1,0,1,O5,2016,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
KOR,South Kore,,0,2,0,2,2,1,O2,2010,0,0,0,0
KOR,South Kore,,0,2,0,2,2,1,O4,2014,0,0,0,0
KOR,South Kore,,2,2,0,2,0,1,O2,2010,0,0,0,0
KOR,South Kore,,0,1,1,0,1,1,O1,2008,1,0,1,0
KOR,South Kore,,0,1,0,1,1,1,O1,2008,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
KOR,South Kore,,0,1,0,1,1,1,O3,2012,0,0,0,0
SUD,Sudan,,0,1,0,1,1,1,O1,2008,0,0,0,0
SUD,Sudan,,0,1,0,1,1,1,O1,2008,0,0,0,0
,,,0,2,0,2,2,1,O1,2008,0,0,0,0
CAN,Canada,,2,2,0,2,0,1,O4,2014,0,0,0,0
